Brnd_Name,Gnrc_Name,Tot_Mftr,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Pyrukynd,Mitapivat Sulfate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573075.44,3304,59,14,476.1124213,26662.29559,112362.5314,1,,
Qbrelis,Lisinopril,1,465951.66,138159,355,93,3.372575511,1312.539887,5010.232903,0,676706.29,198657.5,503,121,3.406396889,1345.340537,5592.613967,0,856181.02,228818,594,141,3.741755544,1441.382189,6072.205816,0,976582.51,261410,672,161,3.7358269,1453.247783,6065.729876,0,1146084.98,302970.5,744,184,3.782826975,1540.436801,6228.722717,0,0.012580903,0.029114503
Qbrexza,Glycopyrronium Tosylate,2,,,,,,,,,125758.98,6750,209,159,18.63096,601.7176077,790.9369811,0,940911.69,47941,1422,607,19.62645105,661.6819198,1550.101631,0,1295810.2,62166,1865,683,20.84435544,694.8043968,1897.233089,0,1422220.4,64290,1927,774,22.11479767,738.0489881,1837.494057,0,0.060948982,0.058804826
Qelbree,Viloxazine HCl,1,,,,,,,,,,,,,,,,,,,,,,,,,34880.64,3344,84,44,10.43245645,415.2457143,792.7418182,0,1045765.31,93758,2030,896,11.14902117,515.1553251,1167.148784,0,0.068686098,0.068686098
Qinlock,Ripretinib,1,,,,,,,,,,,,,,,,,16379736.41,44913,492,157,364.6992276,33292.14718,104329.5313,0,36976954.85,99281,1037,259,372.4474456,35657.62281,142768.1654,0,44753132.14,110264,1161,252,405.8725617,38547.05611,177591.7942,0,0.089744517,0.054939186
Qnasl,Beclomethasone Dipropionate,1,6352664.76,266542.8,22603,7038,23.83356354,281.054053,902.6235806,0,5522258.88,251280.1,17752,5249,21.97650701,311.0781253,1052.059227,0,5582360.86,247397.6,16242,4371,22.56432908,343.6991048,1277.135864,0,5278644,218625,14236,3876,24.144741,370.7954482,1361.879257,0,5082342.51,189687,12334,3370,26.79330956,412.0595517,1508.113505,0,0.109695464,0.029696757
Qnasl Children,Beclomethasone Dipropionate,1,160744.08,3758.3,563,235,42.7704228,285.5134636,684.0173617,0,142818.77,3937.1,443,169,36.27511874,322.39,845.0814793,0,161194.73,4590,432,141,35.11867756,373.1359491,1143.225036,0,167248.05,4460.8,446,139,37.49283761,374.9956278,1203.223381,0,161079.4,3882.8,347,130,41.48537138,464.2057637,1239.072308,0,0.106487906,-0.007597477
Qtern,Dapagliflozin/Saxagliptin HCl,1,176758,11488,283,111,15.38631616,624.5865724,1592.414414,0,736294.28,47040,1117,316,15.66511347,659.1712444,2330.04519,0,1986364.1,124282,2477,581,15.98301079,801.9233347,3418.871084,0,2228866.48,135856,2559,583,16.40594408,870.9911997,3823.098594,0,2009101.23,120629,2304,481,16.65400622,872.0057422,4176.925634,0,0.01512026,0.019990243
Qudexy XR,Topiramate,1,2597240.58,129493,2474,516,20.19531537,1049.814301,5033.411977,0,2700785.58,127988,2620,556,20.96765893,1030.834191,4857.528022,0,3423118.22,158339,3042,578,21.80496917,1125.285411,5922.349862,0,2176110.77,90968,1530,355,24.20892025,1422.294621,6129.889493,0,1641617.2,66056,1025,163,25.20028924,1601.577756,10071.27117,0,0.040950566,0.056911739
Questran,Cholestyramine (With Sugar),1,240617.03,240544,579,279,3.095499419,415.5734542,862.4266308,0,299948.13,356065,1020,588,2.825916699,294.0667941,510.1158674,0,178850.78,228754,415,139,2.518162404,430.9657349,1286.696259,0,143535.19,177921,336,124,2.345936731,427.1880655,1157.541855,0,125751.76,154819,300,105,2.322559374,419.1725333,1197.63581,0,-0.009965041,-0.069301477
Questran Light,Cholestyramine/Aspartame,1,23376.28,35045.4,94,26,0.667028483,248.6838298,899.0876923,0,19188.84,26489.4,78,23,0.724396929,246.0107692,834.2973913,0,18191.91,25830,83,17,0.704293844,219.1796386,1070.112353,0,13055.37,19320,57,17,0.675743789,229.041579,767.9629412,0,15708.37,21840,54,21,0.719247711,290.8957407,748.0176191,0,0.064379314,0.019021923
Quetiapine Fumarate,Quetiapine Fumarate,18,157528523.2,405976904.8,8019499,1124096,0.393858579,19.64318759,140.1379626,0,174618268.5,428875962.4,8173995,1162522,0.413649265,21.36265908,150.2064206,0,177207804.4,456975707.2,8443011,1212388,0.392970983,20.98869757,146.1642679,0,202813374.9,463472958.4,8470145,1243682,0.445648823,23.94449858,163.074946,0,268643125.7,473588043.7,8667961,1282214,0.578682778,30.9926551,209.5150464,0,0.298517462,0.100968927
Quetiapine Fumarate ER,Quetiapine Fumarate,12,89208500.12,20878985,483655,81088,4.287498575,184.4465582,1100.144289,0,80925700.87,22656642.5,512248,79151,3.571064143,157.9814872,1022.421711,0,65601950.48,23262745.13,510959,74184,2.811577556,128.3898522,884.3140095,0,58389783.09,22828096.61,492442,73519,2.57085323,118.571899,794.2135107,0,71498030.28,22910725.08,491877,74835,3.125980239,145.3575391,955.4089701,0,0.215931039,-0.075949812
Quillichew ER,Methylphenidate HCl,1,9551.31,870,18,53,10.96353498,530.6283333,180.2133962,0,113968.89,10110,254,45,11.26371481,448.6964173,2532.642,0,135704.22,11285,297,44,12.02072391,456.9165657,3084.186818,0,185193.62,14221,389,55,13.02647039,476.076144,3367.156727,0,201077.26,15317,414,64,13.13116074,485.6938647,3141.832188,0,0.00803674,0.046135953
Quillivant XR,Methylphenidate HCl,1,,,,39,,,,,85794.1,42891,164,45,2.000282111,523.1347561,1906.535556,0,116920.91,48210,177,38,2.425241859,660.570113,3076.866053,0,137911.1,55050,199,42,2.505197094,693.020603,3283.597619,0,159625.99,63900,244,51,2.498059311,654.2048771,3129.921373,0,-0.00284919,0.076887903
Quinapril HCl,Quinapril HCl,6,19784463.57,82757864.2,1003951,222661,0.239675162,19.70660278,88.85464257,0,18905037.09,79216434.83,917977,211119,0.240082378,20.5942383,89.54682947,0,15656700.36,77042508,858129,198983,0.204133495,18.24515936,78.68360795,0,14504849.22,72491574.5,788056,188756,0.201482672,18.40586103,76.84444055,0,12068496.15,64688274.75,703270,181474,0.187697841,17.16054453,66.50261828,0,-0.068416959,-0.059282849
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,4,5295675.03,8837404,103039,24575,0.603361087,51.39486049,215.4903369,0,5046111.76,8489459,94882,23398,0.598439447,53.18302481,215.6642346,0,4673195.93,8250022,89184,22065,0.570653004,52.39948791,211.792247,0,4069666.65,7804703.25,81791,20838,0.52596826,49.75690052,195.3002519,0,2746606.07,5312835,56325,18963,0.521725321,48.76353431,144.8402716,0,-0.00806691,-0.035691146
Quinidine Gluconate*,Quinidine Gluconate,2,3107605.33,495102,3919,835,6.276697186,792.9587471,3721.68303,0,2752638.51,436195,3510,731,6.310568691,784.2274957,3765.579357,0,2262494.18,351337,2657,610,6.439669548,851.5220851,3709.006853,0,1982664.46,305156,2068,516,6.497216047,958.7352321,3842.372985,0,1904603.04,296054,2055,530,6.438343058,926.8141314,3593.590642,0,-0.009061264,0.006377073
Quinidine Sulfate,Quinidine Sulfate,2,178384.82,579248.5,5157,1291,0.307113248,34.59081249,138.1756933,0,173711.9,566602,4846,1298,0.300217087,35.84645068,133.8304314,0,159548.5,485452,4226,1113,0.318706545,37.75402272,143.3499551,0,136965.16,466323.5,3816,1082,0.28731063,35.89233753,126.5851756,0,818859.74,312377,2802,879,2.366042445,292.2411635,931.5810466,0,7.235137164,0.666023009
Quinine Sulfate,Quinine Sulfate,4,1798633.7,517370,9125,3029,3.485783882,197.1105425,593.8044569,0,1185161.58,427610.098,7543,2426,2.781130874,157.1207186,488.5249712,0,812733.3,341320,5707,1823,2.381673785,142.4099001,445.821887,0,698570.84,305637,5037,1614,2.287878083,138.6878777,432.8196035,0,542799.97,239067,3771,1348,2.271250692,143.9405914,402.6706009,0,-0.007267603,-0.101555708
Qulipta,Atogepant,1,,,,,,,,,,,,,,,,,,,,,,,,,1338318.64,39277,1144,826,34.07526346,1169.858951,1620.240484,0,51325273.47,1476741,43543,12185,34.7556962,1178.726167,4212.168524,0,0.019968525,0.019968525
Qutenza,Capsaicin/Skin Cleanser,1,,,,,,,,,,,,,,,,,730180.24,737,265,242,990.7465943,2755.397132,3017.273719,0,1979005.58,1908,675,500,1037.214665,2931.860119,3958.01116,0,4952531.1,2742,1470,1084,1806.174727,3369.068776,4568.755627,0,0.741370218,0.350201501
Quviviq,Daridorexant HCl,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2396492.86,149986,4965,2862,15.97793148,482.6773132,837.3490077,0,,
Quzyttir,Cetirizine HCl,1,,,,,,,,,,,,,,,,,,,,,,,,,176810.49,563,46,,314.0506039,3843.706304,,1,442545.49,1400,134,,316.1039214,3302.578284,,0,0.006538174,0.006538174
Qvar Redihaler,Beclomethasone Dipropionate,1,36872924.31,1875635.156,141182,60139,19.62048054,261.1729846,613.1283246,0,58316805.58,2825670.431,209902,73316,20.58323884,277.8287276,795.4171747,0,59157028.44,2707682.262,197517,63058,21.79109596,299.5034779,938.13677,0,52807432.24,2295596.968,164986,51838,22.933158,320.0722015,1018.701189,0,48407637.71,2093684.5,150586,48742,23.03633341,321.4617409,993.1401606,0,0.004498962,0.040940555
Rabavert,Rabies Vaccine (Pcec)/PF,2,220067.24,600,567,332,366.7787333,388.1256437,662.8531325,0,237883.3,570.5,546,334,416.9733567,435.6836996,712.2254491,1,221880.93,480,458,229,462.2519375,484.456179,968.9123581,1,248515.22,518,509,237,479.759112,488.2420825,1048.587426,1,300915.78,704,687,378,427.4026364,438.0142358,796.0734921,0,-0.109130758,0.038982572
Rabeprazole Sodium,Rabeprazole Sodium,6,14305188.03,12568952,173912,51752,1.138694094,82.2553247,276.4180714,0,16917547.92,15163405,210988,53594,1.120251491,80.18251237,315.6612292,0,15425733.81,16762368.3,217217,56482,0.919449007,71.01531561,273.1088455,0,17191763.54,16703423,210929,57058,1.031525771,81.50497817,301.3032974,0,17962607.8,17346480,211966,58152,1.034791301,84.74287291,308.890628,0,0.003165728,-0.023636748
Radicava,Edaravone,1,64233759.65,11461420,5837,775,5.604345679,11004.58449,82882.27052,0,67589596.66,11806600,6104,749,5.724729953,11073.00076,90239.78192,0,66883208.84,12130200,5912,706,5.513776264,11313.12734,94735.42329,0,64882863.18,10802200,5562,698,6.006448981,11665.38353,92955.39138,0,45010772.39,7260100,3778,524,6.199745512,11913.9154,85898.42059,0,0.032181499,0.025562747
Radicava Ors,Edaravone,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88869916.45,334810,6240,1580,265.4338773,14241.97379,56246.78256,0,,
Ragwitek,Weed Pollen-Short Ragweed,1,,,,,,,,,,,,,,,,,48110.88,4602,116,38,10.45434159,414.7489655,1266.07579,0,75119.46,6733,180,52,11.15690777,417.3303333,1444.605,0,92030.4,7838,208,50,11.74156673,442.4538462,1840.608,0,0.052403316,0.059777469
Raloxifene HCl,Raloxifene HCl,10,150042649.2,63418896.5,1071955,227113,2.360044357,139.9710335,660.6519625,0,125487206.4,60563569.5,983605,212743,2.072018415,127.5788618,589.8535153,0,97526154.39,57909371.57,895551,196048,1.683947723,108.9007264,497.4605933,0,78803659.16,53882839.6,808653,186283,1.465164508,97.45052471,423.0319415,0,71906193.53,50425275.97,744969,174407,1.43468965,96.52239695,412.2896072,0,-0.020799615,-0.117002549
Ramelteon,Ramelteon,7,,,,,,,,,8939823.87,1241698,34618,15528,7.22583188,258.2420668,575.7228149,0,18475807.5,4057190,114243,32650,4.55936625,161.7237599,565.8746554,0,23235944.94,5013840,138416,39799,4.638123989,167.8703686,583.8323812,0,21882090.87,5537095.25,152828,44342,3.954765938,143.1811636,493.4845264,0,-0.147335011,-0.182016938
Ramipril,Ramipril,12,31921572.44,169120990.5,2080729,469874,0.191251574,15.34153292,67.93645199,0,31728884.04,168279751.8,1969392,458951,0.191121697,16.11100484,69.13348928,0,27533900.97,167148945.8,1872217,438059,0.166396023,14.70657566,62.85432093,0,25013111.76,161007359,1753197,423445,0.157180295,14.26714269,59.07050918,0,22753266.92,155204237,1657801,404653,0.148523987,13.72496875,56.2290825,0,-0.055072476,-0.061254441
Ranexa,Ranolazine,1,658244867.8,95008014.5,1157970,217976,6.88816878,568.4472549,3019.804326,0,246622488.7,34586590,421644,149316,7.096652515,584.9069088,1651.681593,0,20098364.58,2677567,31710,10362,7.497063432,633.8178676,1939.622137,0,10844946.31,1331322,13977,3043,8.157869581,775.9137376,3563.899543,0,8093985.05,964241,9691,2042,8.35371442,835.2063822,3963.753697,0,0.024006861,0.04940701
Ranolazine ER,Ranolazine,13,,,,,,,,,216950525.3,68498800.07,729402,197451,3.188922233,297.4361536,1098.756275,0,195196438.3,111444198.3,1093354,236779,1.751675682,178.5299531,824.3823917,0,162722387.6,116506765.5,1076958,248722,1.402520406,151.0944601,654.2339946,0,165646086.3,120093189.3,1081294,256634,1.374867077,153.1924586,645.4565113,0,-0.019716882,-0.244550228
Rapaflo,Silodosin,1,44455456.92,5425321,105262,59172,8.194165337,422.3314864,751.2921132,0,22220988.89,2576217,54482,15767,8.625454834,407.8592726,1409.33525,0,6728199.44,794365,15997,4139,8.470233887,420.5913259,1625.561595,0,4293597.17,494594,9383,1979,8.68090334,457.5932186,2169.579166,0,3322352.07,374823,7062,1469,8.863822823,470.4548386,2261.641981,0,0.02107148,0.019833059
Rapamune,Sirolimus,1,3359065.83,123953,1634,318,27.63928566,2055.731842,10563.10009,0,2400496.3,82260,1129,233,28.99036065,2126.214615,10302.55923,0,1758753.02,58697,797,139,29.14329166,2206.716462,12652.89942,0,1180013.98,39823,536,108,29.09657049,2201.518619,10926.05537,0,887975.35,30091,436,93,29.41615282,2036.640711,9548.122043,1,0.010983505,0.015698391
Rasagiline Mesylate,Rasagiline Mesylate,7,134243617.7,10269896.5,223543,39386,13.10734872,600.5270471,3408.409529,0,105373271.1,9932499.5,202951,36901,10.65443956,519.2054786,2855.566816,0,93026355.62,9628918.75,180945,34912,9.672040518,514.1139883,2664.595429,0,66350993.24,9183998.5,164223,33771,7.210566754,404.029845,1964.732855,0,57470501.32,8334973.7,147258,31168,6.93337847,390.2708262,1843.894421,0,-0.038441955,-0.147179732
Rasuvo,Methotrexate/PF,1,9619518.9,30391,16216,3093,346.603231,593.211575,3110.093405,0,12197221.25,37758.26,19842,3638,353.9400106,614.7173294,3352.727117,0,14514048.91,44656.05,22889,3866,354.6448092,634.1058548,3754.280629,0,15516395.81,47626.65,23809,4143,356.7849826,651.7029615,3745.207775,0,17615129.23,52248.754,25364,4460,369.4369724,694.4933461,3949.580545,0,0.035461105,0.016077741
Ravicti,Glycerol Phenylbutyrate,1,40112522.14,214475,536,55,187.0265632,74836.79504,729318.5844,0,47351936.11,241800,601,64,195.8310013,78788.57922,739874.0017,0,53970031.16,261500,641,68,206.3863524,84196.61647,793676.9288,0,60056340.32,272925,690,71,220.0470471,87038.17438,845863.9482,0,66453446.96,301200,760,79,220.628974,87438.746,841182.8729,0,0.002644557,0.042172989
Rayaldee,Calcifediol,1,20934903.92,639870,17188,3735,32.7174331,1217.995341,5605.061291,0,45863705.84,1253237,34111,6659,36.59619517,1344.542987,6887.476474,0,61315676.04,1660888,44119,6792,36.91740565,1389.77937,9027.631926,0,39639508.36,1001967,28393,4919,39.56169052,1396.101446,8058.448538,0,36135697.56,902659,26091,4175,40.03250127,1384.987067,8655.256901,0,0.011900673,0.051739962
Rayos,Prednisone,1,25212874.52,303641,5659,1565,83.02153776,4455.358636,16110.46295,0,27333540.74,312920,5187,1437,87.25758015,5269.624203,19021.25313,0,23756725.33,258214,4648,1160,92.01173825,5111.171543,20479.93563,0,21847854.67,233271,4563,1201,93.68910384,4788.046169,18191.38607,0,25332392.48,266516,5305,1466,95.10999629,4775.191796,17279.9403,0,0.015166037,0.034567539
Razadyne ER,Galantamine HBr,1,82776.01,7950,171,42,10.40056941,484.0702339,1970.857381,0,44239.21,4410,84,21,10.02285687,526.6572619,2106.629048,0,28937.72,2908,48,12,10.03631179,602.8691667,2411.476667,0,18084.71,1860,28,,9.794053175,645.8825,,1,9109.9,900,16,,10.61244444,569.36875,,1,0.083560019,0.005054421
Rebif,Interferon Beta-1a/Albumin,1,259379037.5,210383.5,33673,3759,1233.714477,7702.878789,69002.13819,0,242134217.6,183721.5,29000,3243,1318.634149,8349.455778,74663.65019,0,232708460.8,164452,25470,2795,1415.554023,9136.570897,83258.84106,0,198665887.9,129814.3,20587,2311,1530.742479,9650.064987,85965.33444,0,162331588.4,100952.7,16085,1815,1608.445516,10092.10994,89438.89165,0,0.050761665,0.068557565
Rebif Rebidose,Interferon Beta-1a/Albumin,1,158832414.2,128729.4,19888,2514,1236.471834,7986.344235,63179.16235,0,157180338.2,119049.4,18378,2226,1322.540343,8552.635661,70611.11328,0,153166653.1,107707.3,16341,1950,1423.928679,9373.150549,78547.0016,0,132690989.8,86077.9,13523,1601,1542.620507,9812.24505,82880.06859,0,105493030.7,65299.2,10354,1246,1616.695692,10188.62572,84665.35368,0,0.048019059,0.069328183
Reblozyl,Luspatercept-Aamt,1,,,,,,,,,,,,,,,,,10550368.95,1659,881,137,7861.864948,11975.44716,77009.99234,0,16465062.57,2394,1238,173,8445.540601,13299.72744,95173.77208,0,19913470.85,3055,1455,175,8291.127993,13686.23426,113791.262,0,-0.01828333,0.026937517
Recarbrio,Imipenem/Cilastatin/Relebactam,1,,,,,,,,,,,,,,,,,180002.3,28534,66,,6.308344431,2727.307576,,1,941894.77,33455.5,172,26,28.15365994,5476.132384,36226.72192,1,1125796.34,44903.6,196,30,25.07140497,5743.858878,37526.54467,1,-0.109479726,0.993570678
Reclast,Zoledronic Acid/Mannitol-Water,1,103298.26,11300,113,113,9.141438938,914.1438938,914.1438938,0,75258.33,8606,88,88,8.744867534,855.2082955,855.2082955,0,71171.55,8906,91,91,7.991415899,782.1049451,782.1049451,0,84934.17,10602,107,107,8.01114601,793.7772897,793.7772897,0,55662.41,6200,62,62,8.977808065,897.7808065,897.7808065,1,0.120664641,-0.004505332
Reclipsen,Desogestrel-Ethinyl Estradiol,1,49566.35,77987,1816,419,0.635571954,27.2942456,118.296778,0,33339.39,51836,1175,242,0.643170576,28.37394894,137.7660744,0,19735.46,34116,855,148,0.578481065,23.08240936,133.3477027,0,13856.86,21588,521,102,0.641877895,26.59666027,135.8515686,0,10103.2,18984,454,98,0.532195533,22.25374449,103.0938776,0,-0.170877301,-0.043408263
Recombivax Hb,Hepatitis B Virus Vaccine/PF,1,44948.53,373.5,374,300,120.3487433,120.1832353,149.8284333,0,56802.96,370.5,376,307,154.8141755,151.0717021,185.0259283,1,376010.15,914,920,747,409.3896304,408.7066848,503.3603079,1,1300948.21,1983,1989,1256,653.6238583,654.0714982,1035.786791,1,69723.29,486,496,385,142.3751813,140.5711492,181.0994546,1,-0.782175667,0.042913244
Recorlev,Levoketoconazole,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398497.23,8056,122,35,297.7280574,19659.81336,68528.49229,0,,
Rectiv,Nitroglycerin,1,2109629.87,101910,3226,2127,20.70091129,653.9460229,991.8335073,0,2016125.39,92710,2946,1980,21.74657955,684.3602817,1018.245147,0,3999268.29,183357,5772,3747,21.81137502,692.8739241,1067.325404,0,4675762.68,211285,6525,4009,22.13012131,716.5919816,1166.316458,0,5156864.77,230244,7158,4409,22.39739046,720.4337483,1169.622311,0,0.012077167,0.019886843
Reditrex,Methotrexate/PF,1,,,,,,,,,,,,,,,,,,,,,,,,,54600.05,488.2,148,40,128.8872169,368.9192568,1365.00125,1,158826.69,1438.5,424,115,127.6031012,374.59125,1381.101652,0,-0.009963096,-0.009963096
Reglan,Metoclopramide HCl,1,122236.86,42611,310,91,2.866987476,394.3124516,1343.262198,0,114500.98,36619,277,84,3.127394142,413.3609386,1363.106905,0,106781.97,30906,243,59,3.455571339,439.4319753,1809.863898,0,94619.79,27489,221,57,3.413508057,428.1438462,1659.996316,0,88032.18,23982,186,46,3.660178991,473.2912903,1913.743044,0,0.072263176,0.062965409
Regonol,Pyridostigmine Bromide,1,19904.83,1312,15,,15.17136433,1326.988667,,1,13440.17,920,12,,14.60888044,1120.014167,,1,39521.21,2980,18,,13.26215101,2195.622778,,1,56965.53,3840,19,,14.83477344,2998.18579,,1,45500.18,3084,16,,14.75362516,2843.76125,,1,-0.005470139,-0.00695592
Regranex,Becaplermin,1,13433946.94,185775,9322,5693,72.31299658,1441.101367,2359.730711,0,14100630.87,184606,9639,5519,76.38229998,1462.872795,2554.924963,0,9677046.74,120780,6419,3590,80.12126793,1507.562976,2695.556195,0,2997028.33,35325,1869,1316,84.84156631,1603.546458,2277.377151,0,7244933.15,80595,4341,2481,89.89308456,1668.954884,2920.166526,0,0.059540606,0.055911406
Relafen Ds,Nabumetone,1,,,,,,,,,,,,,,,,,466615.34,11375,261,119,41.02112879,1787.798238,3921.137311,0,1247857.97,28048,561,242,44.49008735,2224.345758,5156.437893,0,1711991.03,34095,580,203,50.21237806,2951.708672,8433.45335,0,0.128619453,0.106373059
Relenza,Zanamivir,1,39489.77,12920,604,516,3.056483746,65.38041391,76.53056202,0,23654.9,7722,342,276,3.063312613,69.16637427,85.70615942,0,31973.79,10553,452,274,3.029829432,70.73847345,116.6926642,0,11646.58,3740,166,83,3.114058824,70.16012048,140.320241,0,16311.02,5220,240,131,3.124716475,67.96258333,124.5116031,0,0.003422431,0.005534861
Relistor*,Methylnaltrexone Bromide,1,59613614.28,2251207.7,36434,10554,68.4670824,1636.20833,5648.437965,0,68503455.57,2661442.19,39510,11201,60.2610178,1733.825755,6115.833905,0,82678459.28,3093557.6,43315,11497,57.4160522,1908.772002,7191.307235,0,95717741.17,3435653,45986,12960,55.94539588,2081.453946,7385.628177,0,117077747.8,3971166.6,50798,14184,55.12897829,2304.770813,8254.212336,0,-0.014593115,-0.05272837
Relpax,Eletriptan Hydrobromide,1,8149970.18,134867,9939,2413,60.43169623,819.999012,3377.525976,0,4392278.63,71856,5009,1237,61.13626325,876.8773468,3550.750711,0,4037854.03,62654,3904,814,64.44764086,1034.286381,4960.508636,0,3485987.11,50544,2980,634,68.95852858,1169.794332,5498.402382,0,3063188.89,42201,2583,548,72.57991908,1185.903558,5589.760748,0,0.052515484,0.046858356
Reltone,Ursodiol,1,,,,,,,,,,,,,,,,,,,,,,,,,273986.24,10930,135,53,25.43222865,2029.527704,5169.551698,0,1011523.24,44010,455,158,23.25842269,2223.128,6402.045823,0,-0.085474458,-0.085474458
Relyvrio,Sod Phenylbutyrat/Taurursodiol,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9885348.49,41958,984,668,235.6010413,10046.08586,14798.42588,0,,
Remeron,Mirtazapine,2,1021634.62,181964,3715,724,5.606328265,275.0025895,1411.097541,0,946970.68,183748.5,3535,740,5.145391417,267.8842093,1279.690108,0,977379.08,191189,3458,682,5.094898899,282.6428803,1433.107155,0,877941.25,168603.5,2927,617,5.180379994,299.9457636,1422.919368,0,778427.59,140962,2484,484,5.506252528,313.3766465,1608.321467,0,0.062905141,-0.004492811
Remicade,Infliximab,1,90852542.21,84541.25,14144,2781,1074.653405,6423.398064,32669.01913,1,98661230.31,94328.355,15160,2851,1045.933965,6507.996722,34605.83315,1,99404194.01,92954.57,14790,2698,1069.38469,6721.040839,36843.65975,1,102739191.3,95085.15,14890,2767,1080.496706,6899.878531,37130.17395,1,102555823.3,93655.37,14729,2778,1095.034094,6962.85038,36917.143,1,0.013454357,0.004707873
Remodulin,Treprostinil Sodium,1,4272068.05,11605,278,37,403.5987401,15367.15126,115461.2987,0,5812371.42,16305,400,52,414.8826311,14530.92855,111776.3735,0,5233310.07,15685,391,46,410.9675838,13384.42473,113767.6102,0,6905568.64,26347,495,63,374.5165159,13950.64372,109612.2006,0,10337854.58,39011.8,722,88,401.3060876,14318.35814,117475.6202,0,0.071531082,-0.001423166
Rena-Vite Rx,Vit B Comp No.3/Folic/C/Biotin,1,841.39,3270,62,23,0.25730581,13.57080645,36.58217391,0,,,,,,,,,,,,,,,,,1695.65,6104,142,41,0.27779325,11.94119718,41.35731707,0,5056.42,14190,292,72,0.356336857,17.31650685,70.22805556,0,0.282741235,0.084807772
Renacidin,Citric Ac/Gluconolact/Mag Carb,1,2047225.2,11094290,10826,1867,0.184513469,189.1026418,1096.531976,0,2341815.45,12604993,12114,2177,0.185784748,193.3147969,1075.707602,0,2830933.16,14181040,13791,2390,0.199628036,205.2739584,1184.490862,0,2845825,14149800,14017,2446,0.201121217,203.0266819,1163.460752,0,2806040.81,13873630,13246,2503,0.202257146,211.8406168,1121.071039,0,0.005647981,0.023219836
Renagel,Sevelamer HCl,1,27764016.92,3963246.5,21427,6343,6.988806926,1295.749145,4377.111291,0,8243292.02,1197605,7182,3161,6.875910641,1147.771097,2607.811458,0,3349226.32,501777,2313,918,6.674730647,1448.001003,3648.394684,0,2324846.59,358003,1408,634,6.49393047,1651.169453,3666.950457,0,641117.62,100489,431,270,6.379978107,1487.511879,2374.509704,0,-0.017547518,-0.022528651
Renal Caps,B Complex W-C No.20/Folic Acid,1,12957.92,26457,679,162,0.489772839,19.08382916,79.98716049,0,1935.84,4289,93,33,0.451349965,20.81548387,58.66181818,0,2663.98,6480,121,42,0.411108025,22.01636364,63.42809524,0,2593.25,5885,127,49,0.440654206,20.41929134,52.92346939,0,4065.63,8336,198,60,0.48771953,20.53348485,67.7605,0,0.106807841,-0.001049744
Renflexis,Infliximab-Abda,2,41260.75,53,13,,778.504717,3173.903846,,1,1216533.27,1563,312,83,778.3322265,3899.145096,14657.02735,0,2742063.9,3819,705,163,718.0057345,3889.45234,16822.47791,0,4849303.51,6846,1111,257,708.9992623,4364.80964,18868.88525,0,5531305.3,7736.4,1225,265,715.971285,4515.351265,20872.85019,0,0.009833611,-0.020716157
Reno Caps,B Complex W-C No.20/Folic Acid,1,728.01,3266,70,63,0.222905695,10.40014286,11.55571429,0,715.95,1984,37,21,0.360861895,19.35,34.09285714,0,923.85,1814,31,14,0.509288864,29.8016129,65.98928571,0,1946.41,3720,62,28,0.523228495,31.39370968,69.51464286,0,3781.3,7516,122,50,0.503100053,30.9942623,75.626,0,-0.038469697,0.225697498
